code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,other_sports
1930276,TRUE,BUBLIK Alexander,BUBLIK A,Alexander BUBLIK,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,196.0,0.0,Tennis,Men's Doubles;Men's Singles;Mixed Doubles,1997-06-17,GATCHINA,Russian Federation,SESTRORETSK,Russian Federation,The Bublik Enemy; Sasha,Playing basketball; listening to music,,,Father; Stanislav. Mother; Natalia,English; Russian,Personal: Artem Suprunov (RUS),
1930782,TRUE,FRITZ Taylor,FRITZ T,Taylor FRITZ,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,196.0,0.0,Tennis,Men's Doubles;Men's Singles;Mixed Doubles,1997-10-28,RANCHO SANTA FE; CA,United States,,,,Enjoys playing golf and FIFA,,,Son; Jordan. Father; Guy; is a tennis coach. Mother; Kathy May; was a Top-10 player on the women's tour. Brothers; Chris and Kyle,English,Personal: Michael Russell (USA); Paul Annacone (USA),
1895948,TRUE,GONZALEZ Maximo,GONZALEZ M,Maximo GONZALEZ,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,176.0,0.0,Tennis,Men's Doubles;Mixed Doubles,1983-07-20,TANDIL,Argentina,,,Machi,Playing poker; guitar and riding ATVs (all terrain vehicles),,,Father; Juan Carlos. Mother; Olga. Older brother; Gustavo. Older sister; Gabriela,English; Spanish,Personal: Martin Rodriguez (ARG); Cristian Genessio (ARG),
1554966,TRUE,PAVIC Mate,PAVIC M,Mate PAVIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,193.0,0.0,Tennis,Men's Doubles;Mixed Doubles,1993-07-04,SPLIT,Croatia,SPLIT,Croatia,,Watching movies; football,,,Father; Jakov. Mother; Snjezana. Sisters; Nadja and Matea,Croatian; English,Personal: Nadja Pavic; CRO,
1563691,TRUE,GRANOLLERS Marcel,GRANOLLERS M,Marcel GRANOLLERS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,190.0,0.0,Tennis,Men's Doubles;Mixed Doubles,1986-04-12,BARCELONA,Spain,,,,Likes reggaeton music.</p><p>Favourite movie is Gladiator and TV show Prison Break.</p><p>Enjoys football and is a fan of RCD Espanyol,,,Father; Javier. Mother; Montse. Brother; Gerard,English; Spanish,Personal: Victor Carceller (ESP),
1889641,TRUE,ROGER-VASSELIN Edouard,ROGER-VASSELIN E,Edouard ROGER-VASSELIN,Male,Athlete,FRA,France,France,France,France,FRA,187.0,0.0,Tennis,Men's Doubles;Mixed Doubles,1983-11-28,GENNEVILLIERS,France,,,Doudou,Enjoys football; golf; dinner with friends and movies with his wife,,,Wife; Marine. Son; Mateo. Daughter; Lou. Father; Christophe. Mother; Alexandrine Vaduijn,English; French; Spanish,Personal: Dave Marshall (USA),
1900440,TRUE,SALISBURY Joe,SALISBURY J,Joe SALISBURY,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,191.0,0.0,Tennis,Men's Doubles;Mixed Doubles,1992-04-20,LONDON,Great Britain,LONDON,Great Britain,,Supporting English football team Fulham; playing golf and backgammon,,,,English,Personal: Justin Sherring (GBR); David O'Hare (IRL),
1966952,TRUE,KOOLHOF Wesley,KOOLHOF W,Wesley KOOLHOF,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,180.0,0.0,Tennis,Men's Doubles;Mixed Doubles,1989-04-17,ZEVENAAR,Netherlands,DUIVEN,Netherlands,Wes,Football; watching TV,,,Father; Jurrie. Mother; Monique. Brother; Dean,Dutch; English; German,Personal: Mariusz Fyrstenberg (POL),
1979715,TRUE,KOTOV Pavel,KOTOV P,Pavel KOTOV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,191.0,0.0,Tennis,Men's Singles,1998-11-18,MOSCOW,Russian Federation,,,,Enjoys volleyball,,,Mother; Liliya,English; Russian,Personal: Liliya Kotova (RUS); Mikhail Bril (RUS),
1895848,TRUE,BAEZ Sebastian,BAEZ S,Sebastian BAEZ,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,168.0,0.0,Tennis,Men's Singles,2000-12-28,BUENOS AIRES,Argentina,,,,Music; movies; video games,,,Father; Fausto. Mother; Silvia Freire. Brother; Daniel. Sister; Joselin,English; Spanish,Personal: Sebastian Gutierrez (ARG),
1967772,TRUE,HIJIKATA Rinky,HIJIKATA R,Rinky HIJIKATA,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,177.0,0.0,Tennis,Men's Singles,2001-02-23,SYDNEY; NSW,Australia,,,Rinks,Enjoys rugby; basketball and golf.</p><p>Fan of Parramatta Eels (Australian professional rugby league). Favourite athlete is rugby union legend Dan Carter,,,Parents; Junko and Makoto. Siblings; Shori and Kamiyu - both competitive swimmers,English,Personal: Mark Draper (AUS),
1562304,TRUE,OFNER Sebastian,OFNER S,Sebastian OFNER,Male,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,191.0,0.0,Tennis,Men's Singles,1996-05-12,BRUCK AN DER MUR,Austria,,,,Enjoys playing football and hanging out with friends,,,Father; Hansjorg. Mother; Gabriela. Brother; Christopher,English; German,Personal: Stefan Rettl (AUT); Wolfgang Thiem (AUT),
1941632,TRUE,BERGS Zizou,BERGS Z,Zizou BERGS,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,188.0,0.0,Tennis,Men's Singles,1999-06-03,LOMMEL,Belgium,,,Zizou,Plays both piano and guitar. Enjoys Belgian fries (frituur); but guilty pleasure is chocolate,,,Father; Koen. Mother; Anne-Mie. Brother; Maxim,Dutch; English; French,Personal: Ruben Bemelmans (BEL),
1929689,TRUE,BARRIOS VERA Marcelo Tomas,BARRIOS VERA MT,Marcelo Tomas BARRIOS VERA,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,191.0,0.0,Tennis,Men's Singles,1997-12-10,CHILLAN,Chile,,,,,,,,,,
1901335,TRUE,MENSIK Jakub,MENSIK J,Jakub MENSIK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,193.0,0.0,Tennis,Men's Singles,2005-09-01,PROSTEJOV,Czechia,,,Menimal,,,,Gather; Michal. Mother; Katerina Mensikova. Brother; Lukas,Czech; English,Personal: Tomas Josefus (CZE),
1563693,TRUE,MARTINEZ Pedro,MARTINEZ P,Pedro MARTINEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,185.0,0.0,Tennis,Men's Singles,1997-04-26,ALZIRA,Spain,,,Pe,Enjoys listening to reggaeton music and spending time with his seven dogs; one of which (Scooby) he rescued during 2019 Santiago Challenger,,,Father; Pedro Luis. Mother; Dolores. Sister; Lola,English; Italian; Spanish,,
1563696,TRUE,MUNAR Jaume,MUNAR J,Jaume MUNAR,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,183.0,0.0,Tennis,Men's Singles,1997-05-05,SANTANYI,Spain,,,,Water sports; listening to music; watching movies; hanging out with friends and playing sports. Swam and played football and basketball growing up. Now enjoys golf,,,Father; Blai. Mother; Maria Antonia. Sister; Antonia,English; Spanish,Personal: Javier Fernandez (ESP); Miguel Sanchez (ESP),
1889632,TRUE,MOUTET Corentin,MOUTET C,Corentin MOUTET,Male,Athlete,FRA,France,France,France,France,FRA,177.0,0.0,Tennis,Men's Singles,1999-04-19,PARIS,France,,,Co,Enjoys playing video games,,,Father; Rodolphe. Mother; Alexandra. Brother; Maxence. Sister; Charlotte,English; French,,
1900429,TRUE,DRAPER Jack,DRAPER J,Jack DRAPER,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,193.0,0.0,Tennis,Men's Singles,2001-12-22,SUTTON,Great Britain,,,JD; Drapes,Enjoys spending time with his dog; an Australian miniature labradoodle,,,Father; Roger; is a former Lawn Tennis Association executive. Mother; Nicky; is a former top junior tennis player in Britain. Brother; Ben; played college tennis at University of California-Berkeley and now pursues a Master's degree at Wake Forest,English,Personal: James Trotman (GBR); Wayne Ferreira (RSA),
1558572,TRUE,MARTERER Maximilian,MARTERER M,Maximilian MARTERER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,191.0,0.0,Tennis,Men's Singles,1995-06-15,NUREMBERG,Germany,,,Maxi,Enjoys playing football; hanging out with friends and spending time in nature,,,Father; Michael. Mother; Sabine,English; French; German,Personal: Gerald Radovici (GER),
1542537,TRUE,NAGAL Sumit,NAGAL S,Sumit NAGAL,Male,Athlete,IND,India,India,India,India,IND,178.0,0.0,Tennis,Men's Singles,1997-08-16,JHAJJAR,India,,Germany,,Playing video games; surfing the internet; spending time with friends and family. Big fan of cricket,,,Father; Suresh (school teacher). Mother; Krishna Devi,English; Hindi,Personal: Sascha Nensel (GER); since 2018,
1562405,TRUE,ARNALDI Matteo,ARNALDI M,Matteo ARNALDI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,185.0,0.0,Tennis,Men's Singles,2001-02-22,SANREMO,Italy,,,,,,,Father; Fabrizio. Mother; Silvia,English; Italian,Personal: Alessandro Petrone (ITA),
1968603,TRUE,SHEVCHENKO Alexander,SHEVCHENKO A,Alexander SHEVCHENKO,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,185.0,0.0,Tennis,Men's Singles,2000-11-29,ROSTOV-ON-DON,Russian Federation,,,,Enjoys video games,,,,English; Russian,Personal: Timur Maulenov (KAZ),
1878619,TRUE,RUUD Casper,RUUD C,Casper RUUD,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,183.0,0.0,Tennis,Men's Singles,1998-12-22,OSLO,Norway,,,,Enjoys golfing and watching the National Hockey League (ice hockey),,,,English; Norwegian,Personal: Christian Ruud (NOR); Pedro Clar (ESP),
1956398,TRUE,DJOKOVIC Novak,DJOKOVIC N,Novak DJOKOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,186.0,0.0,Tennis,Men's Singles,1987-05-22,BELGRADE,Serbia,MONTE CARLO,Monaco,Nole; Djoker,Listening to music; watching films; playing golf; supporting Serbian football club Red Star Belgrade,,,Wife; Jelena Djokovic Ristic. Son; Stefan. Daughter; Tara. Father; Srdjan. Mother; Dijana. Younger brothers; Marko and Djordje. Uncle; Goran; is director of Novak Djokovic Winery in Serbia,English; German; Italian; Serbian,,
1956400,TRUE,LAJOVIC Dusan,LAJOVIC D,Dusan LAJOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,183.0,0.0,Tennis,Men's Singles,1990-06-30,BELGRADE,Serbia,,,Dutzee,,,,Father; Dragisa. Mother; Marina,English; Serbian,Personal: Jose Perlas (ESP),
1977908,TRUE,WAWRINKA Stan,WAWRINKA S,Stan WAWRINKA,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,183.0,0.0,Tennis,Men's Singles,1985-03-28,LAUSANNE,Switzerland,,,Stan the Man; Stanimal,Movies; music and cooking,,,Daughter; Alexia. Father; Wolfram. Mother; Isabelle. Brother; Jonathan. Sisters; Djanaee and Naella,English; French; Spanish,Personal: Magnus Norman (SWE),
1969767,TRUE,ECHARGUI Moez,ECHARGUI M,Moez ECHARGUI,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,178.0,0.0,Tennis,Men's Singles,1993-01-10,LA MARSA,Tunisia,,,Shaggy,Trekking; reading,,,,Arabic; English; French; Italian,Personal: Paolo Moretti (ITA); Marco Brigo (ITA),
1930781,TRUE,EUBANKS Christopher,EUBANKS C,Christopher EUBANKS,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,201.0,0.0,Tennis,Men's Singles,1996-05-05,ATLANTA,United States,,,,Enjoys playing basketball; football and baseball,,,Father; Mark. Mother; Carla. Brother; Mark,English,Personal: Ruan Roelofse (RSA),
1930785,TRUE,GIRON Marcos,GIRON M,Marcos GIRON,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,180.0,0.0,Tennis,Men's Singles,1993-07-24,THOUSAND OAKS; CA,United States,,,,Enjoys being outdoors and playing other sports; especially skiing and mountain biking,,,Father; Andres. Mother; Rosanna. Sister; Gabriela,English,Personal: Karue Sell (BRA); Maxime Tabatruong (FRA),
1927704,TRUE,ZHANG Zhizhen,ZHANG Z,ZHANG Zhizhen,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,193.0,0.0,Tennis,Men's Singles;Mixed Doubles,1996-10-16,SHANGHAI,China,SHANGHAI,China,ZZZ,Likes playing computer and mobile games.</p><p>Enjoys both Chinese and Western pop music,,,Father; Zhang Weihua. Mother; Qin Wei,English; Mandarin,Yen-Hsun Lu and Antonio Veic,
1558569,TRUE,ZVEREV Alexander,ZVEREV A,Alexander ZVEREV,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,198.0,0.0,Tennis,Men's Singles;Mixed Doubles,1997-04-20,HAMBURG,Germany,MONTE CARLO,Monaco,Sascha,Spending time with his dogs Lovik and Junior; supporting the German national football team; supporting USA basketball team Miami Heat.</p><p>Enjoys playing golf and video games (FIFA),,,Daughter; Mayla. Father; Alexander; and mother; Irina; are former pro tennis players who have served as his coach. Brother; Mischa; also plays on ATP Tour,English; German; Russian,Personal: Alexander Zverev Sr. (GER),
1930284,TRUE,RYBAKINA Elena,RYBAKINA E,Elena RYBAKINA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,184.0,0.0,Tennis,Mixed Doubles,1999-06-17,MOSCOW,Russian Federation,BRATISLAVA,Slovakia,,Spending time with friends; family and her dog Mulia,,,Father; Andrey. Mother; Ekaterina. Sister; Anna,English; Russian,Personal: Stefano Vukov (CRO),
1979712,TRUE,VESNINA Elena,VESNINA E,Elena VESNINA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,176.0,0.0,Tennis,Women's Doubles,1986-08-01,LVIV,Ukraine,MOSCOW,Russian Federation,Lena,Reading; shopping; watching films; listening to music; dancing; travelling; cooking,,,Husband; Pavel Tabuntsov. Daughter; Elizaveta (born in 2018). Mother; Irina (school teacher). Brother; Dmitriy,English; Russian,,
1967757,TRUE,SAVILLE Daria,SAVILLE D,Daria SAVILLE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,166.0,0.0,Tennis,Women's Doubles,1994-03-05,MOSCOW,Russian Federation,,,Dasha,Likes sushi; cheese; ramen; and SpongeBob SquarePants,,,Father; Alexey. Mother; Natalia. Brother; Stepan,English; Russian,Personal: Nicole Pratt (AUS),
1927716,TRUE,ZHANG Shuai,ZHANG S,ZHANG Shuai,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,177.0,0.0,Tennis,Women's Doubles,1989-01-21,TIANJIN,China,,,,Relaxes by listening to music; taking photos and exploring the places she travels to,,,Father; Zhang Zhi Qiang; was a soccer player. Mother; Wang Feng Qin; was a basketball player,Chinese,Personal: Liu Shuo (CHN),
4658690,TRUE,ZHENG Saisai,ZHENG S,ZHENG Saisai,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,170.0,0.0,Tennis,Women's Doubles,1994-02-05,XIAN,China,XIAN,China,,,,,,English; Mandarin,Personal: Alan Ma (CHN),
4979624,TRUE,PAPAMICHAIL Despoina,PAPAMICHAIL D,Despoina PAPAMICHAIL,Female,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,177.0,0.0,Tennis,Women's Doubles,1993-02-09,PREVEZA,Greece,,,,Listening to Beyonce; supporting Olympiakos,,,Father; Kostantinos. Mother; Eleni,English; Greek,Personal: Ortega Olmedo (ESP),
1896659,TRUE,AOYAMA Shuko,AOYAMA S,AOYAMA Shuko,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,154.0,0.0,Tennis,Women's Doubles,1987-12-19,OSAKA,Japan,COLORADO SPRINGS; CO,United States,,,,,,English; Japanese,Personal: Masayuki Ando (JPN),
1926743,TRUE,ROUTLIFFE Erin,ROUTLIFFE E,Erin ROUTLIFFE,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,188.0,0.0,Tennis,Women's Doubles,1995-04-11,AUCKLAND,New Zealand,,Canada,,,,,Father; Robert. Mother; Catherine MacLennan. Sisters; Tara and Tess,English,,
1932173,TRUE,ROSOLSKA Alicja,ROSOLSKA A,Alicja ROSOLSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,166.0,0.0,Tennis,Women's Doubles,1985-12-01,WARSAW,Poland,,,,,,,Husband; Dan Champion. Son; Charlie Hugo,English; Polish,,
1550075,TRUE,NICULESCU Monica,NICULESCU M,Monica NICULESCU,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,168.0,0.0,Tennis,Women's Doubles,1987-09-25,SLATINA,Romania,,,Moni,Listening to music; shopping; watching movies; fashion,,,Father; Mihai. Mother; Cristiana. Sister; Gabriela,English; Romanian,Coach: Stelian Calin Ciorbagiu (ROU),
1878329,TRUE,TSAO Chia Yi,TSAO CY,TSAO Chia Yi,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,178.0,0.0,Tennis,Women's Doubles,2003-12-02,NEW TAIPEI CITY,Chinese Taipei,,,,,,,,English; Mandarin,,
1887569,TRUE,CHAN Hao-Ching,CHAN HC,CHAN Hao-Ching,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,180.0,0.0,Tennis,Women's Doubles,1993-09-19,TAIPEI,Chinese Taipei,TAIPEI,Chinese Taipei,Taipei Sharapova; Angel,Light rock music; Chinese food and swimming,,,Father; Yuan-Liang. Mother; Liu Hsieh-Chen; a businesswoman. Sister; Latisha,English; Mandarin,Personal: Chan Yuan-Liang (TPE); her father,
1887571,TRUE,CHAN Latisha,CHAN L,CHAN Latisha,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,170.0,0.0,Tennis,Women's Doubles,1989-08-17,TAIPEI,Chinese Taipei,TAIPEI,Chinese Taipei,,Listening to music; reading; cooking,,,,English; Mandarin,Personal: Chan Yuan-Liang (TPE); her father,
1887572,TRUE,HSIEH Su-Wei,HSIEH SW,HSIEH Su-Wei,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,172.0,0.0,Tennis,Women's Doubles,1986-01-04,KAOHSIUNG,Chinese Taipei,,,,Listening to music; reading; writing; shopping; taking pictures; cooking,,,Father; Tze-Lung. Mother; Ho Fom-Ju. Six siblings,English; Mandarin,Personal:  Frederic Aniere (FRA),
1897527,TRUE,KICHENOK Nadiia,KICHENOK N,Nadiia KICHENOK,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,172.0,0.0,Tennis,Women's Doubles,1992-07-20,DNIPRO,Ukraine,DNIPRO,Ukraine,,Sports; nutrition; shopping,,,Father; Victor (businessman). Mother; Elena (housewife). Sister; Lyudmyla,English; Russian; Ukrainian,Personal: Yuriy Chornyy (UKR),
1897528,TRUE,KICHENOK Lyudmyla,KICHENOK L,Lyudmyla KICHENOK,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,175.0,0.0,Tennis,Women's Doubles,1992-07-20,DNIPRO,Ukraine,DNIPRO,Ukraine,Lyuda,Travel; nutrition; shopping,,,Father; Victor (businessman). Mother; Elena (housewife). Twin sister; Nadiia,English; Russian; Ukrainian,Personal: Stanislav Khmarskiy (UKR),
1930791,TRUE,KRAWCZYK Desirae,KRAWCZYK D,Desirae KRAWCZYK,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,170.0,0.0,Tennis,Women's Doubles,1994-01-11,PALM DESERT; CA,,,,,Cooking; baking; adventuring/being outdoors; spending time with friends and family,,,,English,Personal: Craig Veal (USA),
1967758,TRUE,PEREZ Ellen,PEREZ E,Ellen PEREZ,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,169.0,0.0,Tennis,Women's Doubles;Mixed Doubles,1995-10-10,SHELLHARBOUR; NSW,Australia,SHELLHARBOUR; NSW,Australia,,Cooking and catching up with friends,,,Father is John (electrician). Mother; Milica (academic counsellor). Brother; Matthew (civil engineer),English,Personal: David Taylor (AUS),
1955862,TRUE,STEFANI Luisa,STEFANI L,Luisa STEFANI,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,168.0,0.0,Tennis,Women's Doubles;Mixed Doubles,1997-08-09,SAO PAULO,Brazil,TAMPA; FL,United States,,Listening to music; playing guitar; exercising; hiking; travelling,,,Parents; Marcelo and Alessandra. Brother; Arthur,English; Italian; Portuguese; Spanish,Personal: Guilherme Pachane (BRA),
1972627,TRUE,DABROWSKI Gabriela,DABROWSKI G,Gabriela DABROWSKI,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,177.0,0.0,Tennis,Women's Doubles;Mixed Doubles,1992-04-01,OTTAWA; ON,Canada,,,Gaby,Reading; watching TV; listening to podcasts; music; playing other sports.</p><p>Favorite movie is 'The Lord of the Rings',,,,English; French; Polish,Personal: Andrea Rabzak (CAN); Patrick Daciek (USA),
1900442,TRUE,WATSON Heather,WATSON H,Heather WATSON,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,170.0,0.0,Tennis,Women's Doubles;Mixed Doubles,1992-05-19,GUERNSEY,Great Britain,,,Hev,Enjoys spending time with friends and family; dancing and going for cliff walks in Guernsey. Loves cooking at home; especially Asian dishes,,,Father; Ian. Mother; Michelle. Siblings are Adam; Stephanie and Julie,English,Personal: Diego Veronelli (ARG),
1896658,TRUE,SHIBAHARA Ena,SHIBAHARA E,SHIBAHARA Ena,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,173.0,0.0,Tennis,Women's Doubles;Mixed Doubles,1998-02-12,MOUNTAIN VIEW; CA,United States,,,,Loves spending time with family and friends; enjoys the outdoors; listening to music; making crafts; and cooking,,,,English; Japanese,Personal: Shuhei Shibahara (JPN),
1966946,TRUE,SCHUURS Demi,SCHUURS D,Demi SCHUURS,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,170.0,0.0,Tennis,Women's Doubles;Mixed Doubles,1993-08-01,SITTARD,Netherlands,MAASTRICHT,Netherlands,Deem; Dem,Walking her dog; playing card and board games,,,Parents; Lambert and Monique. Siblings; Fleau and Perr,Dutch; English; French; German,Personal: Philippe Goijens (NED),
1979721,TRUE,ALEXANDROVA Ekaterina,ALEXANDROVA E,Ekaterina ALEXANDROVA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,175.0,0.0,Tennis,Women's Doubles;Women's Singles,1994-11-15,CHELYABINSK,Russian Federation,PRAGUE,Czechia,,Cooking; especially making cakes,,,Father; Evgeny. Mother; Julia. Sister; Anna. Brother; Jury,Czech; English; Russian,Personal: Evgeny Alexandrov (RUS),
1979732,TRUE,SHNAIDER Diana,SHNAIDER D,Diana SHNAIDER,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,175.0,0.0,Tennis,Women's Doubles;Women's Singles,2004-04-02,MOSCOW,Russian Federation,,,,,,,,English; Russian,Personal: Igor Andreev (RUS),
1895859,TRUE,CARLE Maria Lourdes,CARLE ML,Maria Lourdes CARLE,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,166.0,0.0,Tennis,Women's Doubles;Women's Singles,2000-02-10,DAIREAUX,Argentina,,,,,,,Father; Jorge Marcelo Carle (doctor). Mother; Claudia Lopez Espinosa (doctor),English; Spanish,Personal: Matias Caceres (ARG),
1967750,TRUE,TOMLJANOVIC Ajla,TOMLJANOVIC A,Ajla TOMLJANOVIC,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,181.0,0.0,Tennis,Women's Doubles;Women's Singles,1993-05-07,ZAGREB,Croatia,BRISBANE; QLD,Australia,,Likes watching basketball; listening to hip hop,,,Father; Ratko. Mother; Emina. Sister; Hana,Croatian; English; German,,
1967770,TRUE,GADECKI Olivia,GADECKI O,Olivia GADECKI,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,183.0,0.0,Tennis,Women's Doubles;Women's Singles,2002-04-24,GOLD COAST,Australia,,,,,,,Mother; Natalia,English,Right,
1955853,TRUE,HADDAD MAIA Beatriz,HADDAD MAIA B,Beatriz HADDAD MAIA,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,185.0,0.0,Tennis,Women's Doubles;Women's Singles,1996-05-30,SAO PAULO,Brazil,,,,,,,Father; Ayrton Elias Maia Filho. Mother; Lais Scaff Haddad,English; Portuguese,Personal: Rafael Paciaroni (BRA),
1972636,TRUE,FERNANDEZ Leylah,FERNANDEZ L,Leylah FERNANDEZ,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,168.0,0.0,Tennis,Women's Doubles;Women's Singles,2002-09-06,MONTREAL; QC,Canada,BOYNTON BEACH; FL,United States,,Dancing; solving puzzles; football (fan of Real Madrid and Manchester City),,,Father; Jorge. Mother; Irene. Sisters; Jodeci and Bianca,English; French; Spanish,Personal: Jorge Fernandez (CAN); her father. Julian Alonso (USA/ESP),
1927711,TRUE,YUAN Yue,YUAN Y,YUAN Yue,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,178.0,0.0,Tennis,Women's Doubles;Women's Singles,1998-09-25,YANGZHOU,China,,,,,,,,Chinese,Personal: Nan Yang (CHN),
1901331,TRUE,KREJCIKOVA Barbora,KREJCIKOVA B,Barbora KREJCIKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,178.0,0.0,Tennis,Women's Doubles;Women's Singles,1995-12-18,BRNO,Czechia,,,,Playing golf,,,,Czech; English,,
1901336,TRUE,MUCHOVA Karolina,MUCHOVA K,Karolina MUCHOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,180.0,0.0,Tennis,Women's Doubles;Women's Singles,1996-08-21,OLOMOUC,Czechia,,,,,,,,Czech; English,Personal: Emil Miske (SVK),
1901337,TRUE,NOSKOVA Linda,NOSKOVA L,Linda NOSKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,179.0,0.0,Tennis,Women's Doubles;Women's Singles,2004-11-17,VSETIN,Czechia,,,,Enjoys watching Wrestling and streaming Netflix. Likes to swim; run; and spend time with pets. Likes listening to Maneskin; Lil Nas X; Lizzo,,,Father; Drahos Nosek. Mother; Ivana Noskova,Czech; English,Personal: Tomas Kupa (CZE),
1563687,TRUE,BUCSA Cristina,BUCSA C,Cristina BUCSA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,176.0,0.0,Tennis,Women's Doubles;Women's Singles,1998-01-01,CHISINAU,Republic of Moldova,,,,Reading books and wallking through nature,,,,English; Spanish,Personal: Ion Bucsa (MDA),
1889653,TRUE,GRACHEVA Varvara,GRACHEVA V,Varvara GRACHEVA,Female,Athlete,FRA,France,France,France,France,FRA,175.0,0.0,Tennis,Women's Doubles;Women's Singles,2000-08-02,MOSCOW,Russian Federation,,,,Drawing; listening to alternative rock music,,,Mother; Natalia Kazakova,English; French; Russian,Personal: Xavier Pujo (FRA),
1889654,TRUE,BUREL Clara,BUREL C,Clara BUREL,Female,Athlete,FRA,France,France,France,France,FRA,176.0,0.0,Tennis,Women's Doubles;Women's Singles,2001-03-24,RENNES,France,,,,Listening to all types music; spending time with family and friends,,,Father; Vincent. Mother; Stephanie. Sisters; Lola and Jade,French; Italian,Personal: Victor Prezelin (FRA),
